planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
1100101,Stülerstraße,649,467,343,4,42,43,311,23,214,20,559.4372990353697,537.0,154.85102650853105,440.75,442.0,39.449334595148756,577.96875,527.5,134.2000154740148,791.7,738.5,226.37535963146664,814.9130434782609,763.0,261.3424978563011,874.6216216216217,708.0,430.47643833776067
1100102,Großer Tiergarten,1690,1438,1354,8,158,91,1218,91,673,64,615.6272577996716,581.0,213.4915645422152,504.0,513.5,96.62445712285123,660.3793103448276,647.5,134.63985166054076,786.5221238938053,754.0,168.20916493127646,850.3076923076923,805.0,171.22822277155214,906.1643835616438,864.0,324.72368654402123
1100103,Lützowstraße,1133,931,761,9,45,38,679,23,465,20,551.8085419734904,528.0,184.3488545202146,475.77777777777777,439.0,171.81951124492366,625.8529411764706,629.5,70.92596752865076,715.9714285714285,697.0,102.17530659269354,799.6086956521739,776.0,113.63327742844714,806.8125,782.0,287.4356519853758
1100104,Körnerstraße,418,376,339,3,18,24,312,8,189,6,570.4166666666666,547.5,174.30776117423284,459.0,410.0,130.58713566044705,652.3333333333334,642.5,87.9083544828294,763.4545454545455,749.0,97.97281626692542,851.25,863.5,120.41802190702188,939.8571428571429,887.5,272.4608248884619
1100205,Wilhelmstraße,927,765,696,4,70,91,637,38,355,35,612.497645211931,585.0,182.66270100163726,476.6666666666667,383.0,166.58431298694765,659.6363636363636,643.0,98.10073500618745,806.0377358490566,796.0,111.11826033281129,801.1842105263158,780.5,124.63066631932016,981.7391304347826,956.0,298.014836394092
1100206,Unter den Linden,2359,2026,1882,15,214,117,1716,114,1002,84,598.1958041958042,571.0,172.08939335705756,472.6363636363636,483.0,64.5790565543857,637.2558139534884,637.0,104.09551237682832,780.7407407407408,758.5,139.82036192695892,845.0964912280701,799.0,173.45423355462398,907.2783505154639,769.0,385.304228885761
1100207,Leipziger Straße,1420,1241,1070,10,119,60,977,63,650,50,582.489252814739,552.0,173.87781340063555,544.7777777777778,527.0,132.31003153368394,612.8163265306123,591.0,140.82806267165304,764.3908045977012,744.0,151.12641838231337,806.9047619047619,763.0,163.19567853680303,846.7692307692307,743.5,325.98884952569006
1100308,Charitéviertel,1986,1377,983,7,172,85,894,72,546,49,583.4384787472036,547.5,204.22718098152006,582.5714285714286,588.0,158.0283277800293,578.2189781021898,563.0,114.16208261840525,770.9606299212599,741.0,165.18389951783288,844.4444444444445,789.0,172.56343099040416,845.86,643.0,404.8845645517311
1100309,Oranienburger Straße,1895,1593,1397,15,155,80,1277,68,815,54,588.3805794831636,557.0,176.58800109402952,592.1818181818181,444.0,316.42655330481296,591.9912280701755,583.0,111.08208681361666,726.8817204301075,685.0,156.40512122316846,778.8529411764706,745.5,158.36866725252116,932.2166666666667,728.0,431.5004209463024
1100310,Alexanderplatzviertel,5133,4717,4430,43,256,155,4017,123,2827,105,546.4331590739358,510.0,191.34363467250236,464.7931034482759,450.0,117.37740696158112,578.0292682926829,560.0,126.91076501393717,708.4444444444445,691.0,126.56563566276178,752.650406504065,729.0,133.0129405598973,823.056,716.0,383.9126098476057
1100311,Karl-Marx-Allee,1662,1520,1391,18,79,62,1260,42,893,34,541.2420634920635,504.0,191.20158317743898,439.3529411764706,417.0,75.22544547597457,558.5087719298245,550.0,134.9931377630277,681.9615384615385,629.0,140.25564356034985,752.9285714285714,744.5,130.09478586824508,810.0408163265306,706.0,358.3050352692797
1100312,Heine-Viertel West,1165,1073,940,15,46,46,877,23,631,22,557.1231470923603,522.0,183.3186047428876,462.5,462.5,62.640304056635074,552.3783783783783,528.0,111.69436257318732,715.5769230769231,690.0,165.0614850477053,746.7391304347826,717.0,159.2873953214767,824.5882352941177,658.0,375.45787139269146
