planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
1100101,Stülerstraße,674,402,333,7,42,32,333,42,156,24,596.5172413793103,586.0,162.01128174003438,474.6,459.0,46.5112889522533,646.0645161290323,654.0,100.97522319324051,714.7647058823529,699.0,108.85104050769493,730.2916666666666,743.5,81.23475330748249,953.0,869.0,329.2421048960227
1100102,Großer Tiergarten,1180,942,883,26,174,64,883,174,391,75,630.204134366925,599.0,210.28507031620518,537.421052631579,530.0,184.47592911014874,621.418918918919,618.0,109.70374537126422,740.0370370370371,734.0,125.16439383344068,851.0990099009902,830.0,159.79421171935454,971.2830188679245,942.0,346.5130909591956
1100103,Lützowstraße,1025,772,677,27,26,30,677,26,348,14,574.3434856175973,565.0,182.18466731341877,502.95652173913044,506.0,123.38427712596622,696.8095238095239,688.0,142.17933008972122,730.45,716.0,133.66788182498794,815.9411764705883,765.0,153.6259542640156,814.1481481481482,742.0,283.8650415661672
1100104,Körnerstraße,406,358,291,5,26,22,291,26,161,10,588.087786259542,559.5,203.8250600375114,385.2,364.0,110.95359390303678,640.4,661.5,125.29014746831287,689.2105263157895,684.0,146.33810886185168,731.4,759.0,77.47142842507955,999.1176470588235,953.0,309.6213175705408
1100205,Wilhelmstraße,671,590,535,10,62,19,535,62,262,23,617.014553014553,590.0,174.95033163091892,514.7777777777778,502.0,53.18077137880237,600.2083333333334,597.5,86.0571206477674,743.14,733.0,135.7079712816744,836.7586206896551,824.0,138.69124371691186,896.625,945.5,257.8712534062945
1100206,Unter den Linden,1813,1565,1471,39,172,72,1471,172,729,109,607.6284615384616,582.5,188.7023136095676,512.7777777777778,494.0,130.07019800959947,613.9383561643835,609.0,118.17749494621187,723.7074829931972,711.0,115.06872341346649,803.4341085271318,767.0,164.32027819937312,933.9830508474577,903.0,392.0174825238346
1100207,Leipziger Straße,1216,1075,938,24,74,65,938,74,509,31,591.8742655699177,574.0,149.894321779265,485.8181818181818,472.5,96.52319551655589,605.728813559322,583.0,112.68996689245793,709.561403508772,703.0,124.78152586819488,779.3513513513514,764.0,129.60221539091927,866.0425531914893,844.0,341.66306549548824
1100308,Charitéviertel,2104,1003,902,23,140,64,902,140,497,50,575.0512820512821,528.0,218.23066652268298,441.2,448.0,112.84895087809063,596.0555555555555,585.0,107.86653275640641,727.0076923076923,698.5,161.43875869377453,865.375,784.5,336.0710202231112,909.6458333333334,898.5,360.4377651349273
1100309,Oranienburger Straße,1814,1482,1350,31,141,60,1350,141,713,48,594.1065235342692,571.0,183.300397574028,524.1578947368421,536.0,112.00657875415409,582.7787610619469,567.0,121.878432883028,705.1363636363636,691.0,137.86088435882323,783.2881355932203,733.0,161.49346638299363,1033.560975609756,1055.0,423.26847560268936
1100310,Alexanderplatzviertel,4622,4295,4011,116,200,127,4011,200,2271,74,576.0901938746839,541.0,192.43147751310585,444.06666666666666,432.0,100.93834528834694,575.0066666666667,556.5,131.27237408102286,696.6666666666666,688.0,120.0923954511282,747.9767441860465,720.5,142.0813335211819,915.1212121212121,899.0,414.9145049069619
1100311,Karl-Marx-Allee,1628,1477,1261,38,87,63,1261,87,784,40,565.6519861830743,525.0,194.59455167679255,440.21875,431.5,106.50964953255826,514.4035087719299,483.0,168.30126682838753,637.9333333333333,632.0,106.34591250887189,717.1555555555556,670.0,189.71006054162513,882.0,695.0,437.55352919281876
1100312,Heine-Viertel West,1192,1088,911,21,58,46,911,58,539,18,577.180606060606,541.0,171.61094266635837,518.0666666666667,498.0,122.13251975191694,623.5,613.5,120.42413142128711,661.060606060606,656.0,72.8293979936757,838.125,752.0,286.11768823639534,881.1111111111111,753.5,375.10530161754224
1100313,Heine-Viertel Ost,1162,1055,904,14,62,45,904,62,617,21,558.5409638554216,525.0,168.80245235738852,430.2142857142857,432.0,98.12956785756313,559.3846153846154,531.0,160.79074590165737,642.3333333333334,618.0,161.01394730913896,672.3478260869565,605.0,194.84226923699828,883.1891891891892,820.0,405.5236558271729
1100414,Nordbahnhof,362,335,274,3,19,8,274,19,145,5,612.8174603174604,556.5,230.604485424518,431.0,431.0,,553.8235294117648,534.0,80.14224486352192,662.9230769230769,658.0,73.46820348339085,711.0,718.0,101.14840582035883,913.1428571428571,754.0,466.55061482166775
