planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
1100101,Stülerstraße,674,402,333,7,42,32,293,24,159,24,595.0102389078498,584.0,161.94,474.6,459.0,46.51,646.0645161290323,654.0,100.98,714.7647058823529,699.0,108.85,730.7592916666669,744.053,81.18,953.0,869.0,329.24
1100102,Großer Tiergarten,1180,942,883,26,174,64,774,101,391,75,630.204134366925,599.0,210.29,537.421052631579,530.0,184.48,621.418918918919,618.0,109.7,740.0370370370371,734.0,125.16,851.6067524752473,830.28,159.81,971.2830188679245,942.0,346.51
1100103,Lützowstraße,1024,772,677,27,26,29,591,17,348,14,574.3434856175973,565.0,182.18,502.95652173913044,506.0,123.38,696.8095238095239,688.0,142.18,730.45,716.0,133.67,816.5568235294116,765.81,153.63,813.4230769230769,733.5,289.46
1100104,Körnerstraße,406,358,291,5,26,22,262,10,161,10,588.087786259542,559.5,203.83,385.2,364.0,110.95,640.4,661.5,125.29,689.2105263157895,684.0,146.34,731.8114,759.3605,77.36,999.1176470588235,953.0,309.62
1100205,Wilhelmstraße,671,590,535,10,62,19,481,29,262,23,617.014553014553,590.0,174.95,514.7777777777778,502.0,53.18,600.2083333333334,597.5,86.06,743.14,733.0,135.71,837.177724137931,824.566,138.76,896.625,945.5,257.87
1100206,Unter den Linden,1813,1565,1471,39,172,72,1301,129,730,109,607.531898539585,582.0,188.66,512.7777777777778,494.0,130.07,613.9383561643835,609.0,118.18,723.7074829931972,711.0,115.07,803.9120155038762,767.91,164.3,933.9830508474577,903.0,392.02
1100207,Leipziger Straße,1216,1075,939,24,74,65,852,37,510,31,591.8462441314554,573.5,149.81,485.8181818181818,472.5,96.52,605.728813559322,583.0,112.69,709.561403508772,703.0,124.78,779.8194864864865,764.536,129.61,866.0425531914893,844.0,341.66
1100308,Charitéviertel,2104,1003,902,23,140,64,781,72,497,50,575.1075544174136,528.0,218.1,441.2,448.0,112.85,596.0555555555555,585.0,107.87,727.0076923076923,698.5,161.44,865.896986111111,784.785,336.11,909.6458333333334,898.5,360.44
1100309,Oranienburger Straße,1813,1481,1350,31,141,60,1212,59,714,48,593.9009900990098,571.0,183.36,524.1578947368421,536.0,112.01,582.7787610619469,567.0,121.88,705.1363636363636,691.0,137.86,783.8284237288137,733.927,161.47,1033.560975609756,1055.0,423.27
1100310,Alexanderplatzviertel,4621,4291,4012,116,200,128,3564,86,2273,74,576.0328282828283,541.0,192.38,444.06666666666666,432.0,100.94,575.0066666666667,556.5,131.27,696.6666666666666,688.0,120.09,748.4996511627909,721.1320000000001,142.1,913.92,894.0,412.99
