planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
01100101,Stülerstraße,725,479,462,4,51,30,404,36,226,32,618.9430693069307,581.5,198.33,419.25,411.0,20.24,575.3243243243244,553.0,146.3,667.3076923076923,650.0,128.67,747.8234444444442,695.255,164.18,821.2592592592592,754.0,297.85
01100102,Großer Tiergarten,1780,1456,1435,14,210,98,1282,137,565,101,670.4929797191887,630.0,245.18,574.3333333333334,577.0,180.89,634.7987421383648,625.0,132.54,743.8571428571429,725.0,146.02,841.7981970802923,791.057,173.79,870.4520547945206,813.0,344.11
01100103,Lützowstraße,1168,903,859,13,61,48,775,25,430,23,610.5935483870968,576.0,218.31,469.84615384615387,478.0,93.75,597.2340425531914,579.0,131.14,655.8181818181819,658.0,103.64,789.4650000000001,742.06,254.08,802.6410256410256,787.0,288.85
01100104,Körnerstraße,448,387,368,7,31,30,323,7,173,7,610.656346749226,587.0,213.14,489.57142857142856,505.0,90.3,614.875,633.0,55.6,729.4347826086956,711.0,95.2,700.2364285714285,708.826,57.45,873.0370370370371,866.0,209.47
01100205,Wilhelmstraße,1042,886,874,7,108,48,780,58,373,51,649.0461538461539,609.0,231.15,495.0,524.0,82.79,632.1951219512196,640.5,116.87,768.8630136986301,738.0,149.27,795.7707931034481,800.325,94.75,899.0285714285715,846.0,319.39
01100206,Unter den Linden,2721,2403,2376,5,243,74,2131,160,1025,138,636.5185358986391,608.0,221.91,515.6666666666666,516.0,31.5,639.4751381215469,640.0,133.51,753.78125,743.5,141.57,785.6951437499999,768.0965,121.03,958.1346153846154,935.5,333.2
01100207,Leipziger Straße,1588,1377,1336,14,130,81,1217,69,577,63,635.8455217748563,613.0,207.45,508.0,531.5,104.73,634.0588235294117,621.0,151.84,719.0370370370371,712.0,178.92,766.2172463768118,759.936,94.84,862.4074074074074,762.0,332.97
01100308,Charitéviertel,2230,1339,1288,6,189,59,1152,132,689,118,583.1579861111111,546.0,227.33,478.8,448.0,162.39,566.2364864864865,552.5,135.17,713.7272727272727,701.0,150.67,750.7492348484847,729.9255,159.33,913.9459459459459,818.0,399.04
01100309,Oranienburger Straße,2355,1877,1792,9,248,85,1609,119,876,113,603.4773151025481,581.0,216.75,389.0,379.0,88.4,571.7317073170732,571.0,138.12,700.3450704225352,678.5,150.54,720.467974789916,686.34,110.42,1006.1016949152543,863.0,500.71
01100310,Alexanderplatzviertel,5375,4903,4747,28,313,158,4262,179,2452,164,606.4082590333177,566.0,212.48,443.9047619047619,424.0,138.97,610.2634146341463,606.0,157.93,705.2304147465438,687.0,139.49,730.5555083798885,715.223,123.54,850.3428571428572,770.0,401.53
01100311,Karl-Marx-Allee,1669,1518,1449,15,92,59,1325,43,809,39,597.074716981132,553.0,220.46,430.2307692307692,402.0,142.52,592.7291666666666,547.5,192.61,660.6326530612245,643.0,177.41,680.4457906976742,649.14,135.96,788.1702127659574,703.0,370.52
01100312,Heine-Viertel West,1408,1298,1248,15,67,43,1147,30,673,27,606.5021795989538,569.0,196.62,496.38461538461536,496.0,86.77,608.8510638297872,571.0,167.77,709.1463414634146,701.0,129.66,739.7240000000002,704.573,151.48,947.8484848484849,822.0,449.8
01100313,Heine-Viertel Ost,1299,1188,1149,15,65,45,1057,32,730,28,571.2346263008515,536.0,191.06,379.1818181818182,421.0,101.69,558.2857142857143,549.0,126.17,671.6,587.0,218.8,776.6873437499999,599.663,629.58,928.0571428571428,793.0,422.22
01100414,Nordbahnhof,488,413,389,3,51,24,367,31,259,27,541.465940054496,506.0,209.81,376.0,376.0,28.28,552.6052631578947,548.5,127.94,670.3947368421053,655.5,149.44,722.6060645161291,691.347,128.43,1061.9411764705883,1000.0,528.44
01100415,Invalidenstraße,1318,1176,1130,8,77,65,1022,41,582,36,604.1066536203523,566.0,232.03,363.1666666666667,395.5,75.96,558.3770491803278,546.0,134.93,646.8727272727273,610.0,133.52,729.0021219512197,701.526,133.25,940.02,788.5,451.78
01100416,Arkonaplatz,1015,905,867,9,46,64,784,13,479,13,595.483418367347,540.0,238.47,403.14285714285717,410.0,38.22,523.8064516129032,525.0,90.02,659.9130434782609,566.0,176.79,688.866,693.193,94.11,948.2448979591836,807.0,458.84
01200517,Huttenkiez,902,763,740,7,63,76,658,25,300,23,642.934650455927,617.5,204.34,522.0,523.0,97.47,596.6363636363636,562.0,144.8,749.5714285714286,713.0,171.01,771.9533600000002,734.423,185.06,885.483870967742,794.0,377.64
01200518,Beusselkiez,723,676,641,12,28,19,586,7,326,7,610.7610921501706,575.5,192.14,473.27272727272725,428.0,129.98,551.1052631578947,525.0,204.39,849.7,738.5,248.07,630.5042857142856,629.31,68.27,894.1111111111111,906.5,291.23
01200519,Emdener Straße,926,865,826,7,24,37,750,6,361,6,638.3373333333333,606.0,194.26,439.0,447.0,57.9,562.9166666666666,543.0,122.92,703.1538461538462,677.0,154.09,700.1343333333334,730.2950000000001,137.09,837.6060606060606,713.0,372.03
01200520,Bremer Straße,1259,1151,1112,14,57,51,992,24,531,21,621.0957661290323,586.5,196.83,478.0,505.5,91.7,582.921052631579,545.0,194.96,683.6111111111111,683.0,138.32,704.01775,686.5930000000001,138.99,906.0444444444445,785.0,387.27
01200521,Zwinglistraße,680,642,614,2,19,18,545,4,312,4,593.2807339449541,565.0,202.83,600.0,600.0,,511.7,449.5,160.56,595.3636363636364,634.0,124.52,645.59025,651.3254999999999,50.25,728.1333333333333,584.0,391.62
01200522,Elberfelder Straße,1446,1340,1288,20,54,51,1165,12,665,12,592.6824034334763,564.0,211.62,414.1666666666667,400.5,73.3,509.8333333333333,513.5,101.26,626.0714285714286,633.0,156.72,663.8590833333333,636.96,86.99,706.3333333333334,522.0,372.71
