planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
01100101,Stülerstraße,668,414,383,10,43,39,332,26,188,23,610.6325301204819,576.0,202.43,516.0,523.5,107.85,531.3611111111111,505.5,103.5,643.9444444444445,657.0,144.6,728.7269615384616,699.9190000000001,136.7,811.3333333333334,717.0,411.8
01100102,Großer Tiergarten,1828,1543,1502,7,192,92,1322,127,581,102,677.0673222390318,627.0,260.15,624.5714285714286,661.0,101.72,619.6118421052631,608.0,122.06,751.5405405405405,752.0,164.53,826.2212519685032,808.203,168.38,911.2575757575758,833.0,347.47
01100103,Lützowstraße,1104,844,791,11,47,40,710,32,400,29,596.6802816901409,571.0,212.27,510.3333333333333,528.0,144.02,581.8648648648649,574.0,114.57,674.2285714285714,666.0,131.84,749.8548124999998,740.1469999999999,117.31,778.2727272727273,691.0,278.92
01100104,Körnerstraße,493,415,398,8,46,32,346,20,183,17,613.5086705202312,587.0,207.58,584.4285714285714,567.0,220.18,605.2647058823529,604.5,100.6,734.4324324324324,710.0,115.26,817.7988,767.942,181.49,876.2413793103449,869.0,283.33
01100205,Wilhelmstraße,991,861,841,1,88,42,755,56,372,49,642.3165562913907,603.0,219.02,641.0,641.0,,601.3235294117648,602.0,94.86,742.2142857142857,736.5,138.18,773.8541607142857,734.865,96.53,993.2727272727273,998.0,377.11
01100206,Unter den Linden,2483,2176,2132,9,227,80,1883,176,883,147,639.6664896441848,614.0,215.9,489.0,459.5,111.13,600.3076923076923,601.0,115.01,754.2894736842105,745.5,180.12,801.6648352272731,772.6800000000001,164.72,974.8545454545455,901.0,406.9
01100207,Leipziger Straße,1452,1257,1172,11,125,70,1049,82,486,66,633.1353670162059,614.0,181.4,535.625,496.5,169.61,615.5454545454545,619.0,119.91,740.7623762376238,729.0,125.99,804.8208292682924,772.81,148.33,882.0555555555555,808.0,338.81
01100308,Charitéviertel,2069,1199,1135,11,140,75,960,99,542,79,610.4822916666667,562.5,233.74,423.14285714285717,366.0,127.04,557.0347826086957,550.0,116.15,738.2368421052631,713.0,179.39,785.0269393939395,741.67,167.96,1040.9811320754718,1060.0,455.22
01100309,Oranienburger Straße,2174,1740,1655,14,212,92,1469,125,776,110,622.5153165418652,590.0,232.07,443.22222222222223,432.0,107.21,594.0122699386503,595.0,116.05,711.0509554140127,685.0,138.52,754.3614159999998,713.88,171.3,1076.0,1166.0,451.44
01100310,Alexanderplatzviertel,5208,4776,4609,32,282,148,4142,189,2310,164,616.4599227426364,574.0,223.81,467.0,466.0,107.27,564.088785046729,549.5,138.8,710.066037735849,694.0,152.67,769.9793121693123,725.22,266.23,886.7333333333333,750.0,408.62
01100311,Karl-Marx-Allee,1694,1526,1434,26,107,61,1280,60,794,55,589.01875,546.0,212.25,403.0869565217391,406.0,78.92,539.3809523809524,519.0,184.94,683.2285714285714,685.5,132.23,708.7144833333332,709.1565,117.36,957.28,905.0,408.4
01100312,Heine-Viertel West,1354,1249,1179,4,55,49,1077,24,647,23,602.6350974930363,563.0,203.26,455.0,467.0,69.31,616.0769230769231,614.0,129.64,740.8108108108108,714.0,178.97,742.0926250000001,726.5995,113.83,873.8857142857142,824.0,358.42
01100313,Heine-Viertel Ost,1332,1225,1149,7,54,53,1054,22,694,22,581.7542694497154,548.0,195.57,468.3333333333333,451.5,59.64,551.6285714285714,525.0,115.07,653.2857142857143,618.0,145.46,679.2267727272726,644.047,102.25,886.7777777777778,741.0,395.03
01100414,Nordbahnhof,435,388,363,7,31,16,329,22,207,19,590.4802431610942,541.0,226.47,431.3333333333333,393.0,144.1,546.2,540.0,123.04,691.4615384615385,644.5,132.53,701.2808636363636,653.4465,147.34,796.6363636363636,634.0,474.25
01100415,Invalidenstraße,1257,1124,1075,12,74,59,971,34,571,31,596.5520082389289,565.0,209.52,396.3,370.0,79.75,553.3090909090909,537.0,145.57,657.0188679245283,629.0,135.21,722.6111470588233,717.065,134.66,921.7555555555556,763.0,388.74
01100416,Arkonaplatz,924,830,794,8,33,61,705,17,407,14,605.3489361702127,563.0,225.35,502.42857142857144,487.0,85.9,521.2916666666666,499.5,119.32,689.6666666666666,581.0,324.17,783.1598823529412,739.213,147.04,951.2127659574468,804.0,477.25
01200517,Huttenkiez,950,842,802,5,66,42,718,35,327,32,637.9038997214485,618.0,198.25,491.75,476.0,113.48,585.2051282051282,583.0,129.14,749.6,731.0,146.63,823.9132000000001,781.137,248.54,952.9722222222222,824.0,391.68
01200518,Beusselkiez,684,622,570,7,36,26,505,7,246,7,608.8732673267327,606.0,176.82,556.0,513.0,123.2,616.9375,573.5,207.39,730.7142857142857,700.0,128.36,657.0962857142856,664.43,72.65,808.2173913043479,926.0,305.08
01200519,Emdener Straße,972,883,821,9,33,56,721,7,343,6,630.4147018030513,608.0,183.06,522.0,526.5,77.49,682.5,632.5,255.61,761.1363636363636,763.5,150.09,791.719,777.133,109.25,850.1951219512196,784.0,333.26
01200520,Bremer Straße,1099,1028,971,10,37,34,877,9,460,8,630.7263397947548,590.0,215.85,489.875,522.5,67.26,592.2142857142857,568.5,149.98,722.4117647058823,646.0,246.29,761.0065555555556,720.98,257.85,822.6538461538462,764.0,330.62
01200521,Zwinglistraße,599,549,513,4,21,29,449,5,238,4,613.022271714922,586.0,209.55,386.5,386.5,38.89,546.2,484.0,202.92,634.75,685.5,151.23,712.0074,634.797,193.02,833.9565217391304,730.0,347.43
01200522,Elberfelder Straße,1240,1136,1069,8,52,52,956,9,525,9,603.4058577405858,575.5,214.17,404.375,383.0,79.14,521.6111111111111,505.5,118.98,729.8,688.0,166.5,724.9071111111111,712.26,83.76,849.0,884.0,320.03
01200623,Stephankiez,1335,1239,1118,7,43,53,1020,15,555,15,627.2637254901961,578.0,216.07,440.1666666666667,429.0,117.99,551.4814814814815,530.0,126.86,700.24,686.0,136.31,693.6130666666667,699.116,74.57,861.4761904761905,792.0,396.84
01200624,Heidestraße,749,638,610,8,71,40,550,31,348,26,600.2618181818182,549.0,218.82,445.42857142857144,421.0,53.16,569.08,531.5,174.33,667.8909090909091,664.0,137.67,770.2497741935484,758.116,126.22,1006.5294117647059,970.5,457.73
01200625,Lübecker Straße,1008,947,879,12,36,24,776,23,394,20,637.2989690721649,597.5,200.9,527.4444444444445,487.0,98.95,597.2758620689655,524.0,256.14,748.4516129032259,749.0,215.33,742.2162173913044,739.147,158.49,766.7777777777778,689.5,355.63
01200626,Thomasiusstraße,922,860,816,9,33,29,727,12,410,11,620.9504814305365,568.0,205.77,503.6,511.0,53.92,553.8888888888889,523.5,166.5,690.8095238095239,664.0,174.58,721.6985,717.352,138.34,799.5217391304348,841.0,300.89
01200627,Zillesiedlung,784,755,693,9,15,14,621,5,368,5,607.3349436392915,561.0,215.45,467.8,470.0,156.91,543.0,515.5,99.26,722.3333333333334,701.5,86.6,681.2701999999999,628.05,114.72,784.7142857142857,716.5,330.17
01200628,Lüneburger Straße,2979,2708,2620,9,225,45,2326,169,1293,150,618.7648323301805,564.0,249.59,473.375,455.0,157.11,524.8865979381443,490.5,164.49,721.6666666666666,716.5,161.97,783.0983136094674,778.55,123.61,941.5263157894736,883.5,398.2
01200629,Hansaviertel,819,735,700,9,42,42,619,16,347,16,616.6235864297254,572.0,213.8,488.3333333333333,490.0,97.13,611.9545454545455,563.0,264.01,765.28,647.0,278.76,708.4208125,709.502,83.05,833.3103448275862,819.0,373.89
01300730,Drontheimer Straße,1428,1103,1058,13,34,47,940,9,455,8,645.618085106383,603.0,207.13,490.75,505.5,103.45,640.9375,694.5,173.11,755.8181818181819,768.0,61.98,780.5498888888887,744.784,108.99,889.6829268292682,841.0,327.6
01300731,Koloniestraße,1009,926,873,9,37,45,771,13,305,10,675.0804150453956,638.0,203.0,511.6666666666667,485.0,122.16,616.1666666666666,617.5,146.82,788.4,760.5,121.54,813.7643846153848,762.62,235.59,952.1515151515151,837.0,359.99
01300732,Soldiner Straße,1054,970,903,16,45,39,810,16,352,15,648.4283950617285,624.0,198.36,474.85714285714283,477.5,88.92,596.1,576.0,130.82,802.258064516129,829.0,168.21,717.9236874999999,709.178,148.69,897.2,753.5,297.74
01300733,Gesundbrunnen,1685,1554,1472,11,63,67,1309,18,668,17,637.5378151260504,596.0,224.91,393.3333333333333,406.0,97.05,584.45,552.0,173.81,724.5757575757576,697.0,130.67,735.7067222222223,706.932,102.85,799.695652173913,733.0,335.07
01300834,Brunnenstraße,2183,2006,1910,19,90,87,1729,20,989,16,622.5066512434934,565.0,220.22,453.8888888888889,434.0,110.22,594.875,548.5,209.8,664.2340425531914,623.0,171.22,764.9969000000001,738.2555,202.5,945.3384615384615,754.0,454.02
01300835,Humboldthain Süd,1602,1473,1373,14,61,68,1244,23,725,17,611.2363344051447,564.0,207.82,526.7777777777778,541.0,105.48,597.5384615384615,553.0,200.67,689.2105263157895,688.0,146.98,790.5530869565218,792.81,185.39,1048.5471698113208,855.0,475.41
01300836,Humboldthain Nordwest,2472,2212,2052,28,125,135,1845,49,1134,43,576.1891598915989,529.0,228.78,404.5652173913044,391.0,84.52,522.2048192771084,484.0,134.52,699.1842105263158,686.5,146.09,713.9705918367347,703.707,138.19,803.59375,612.5,423.34
01400937,Afrikanische Straße,1712,1610,1502,12,47,55,1371,12,702,10,629.7330415754924,595.0,205.17,503.3636363636364,465.0,166.6,641.7727272727273,597.5,183.05,788.6666666666666,788.0,132.55,790.2080833333333,787.975,90.2,891.85,803.0,348.19
01400938,Kameruner Straße,2453,1189,1126,19,58,82,1007,21,599,16,597.1320754716982,562.0,206.72,533.2142857142857,506.5,163.62,663.3235294117648,614.5,198.23,798.3529411764706,788.5,170.83,833.8347142857142,827.783,161.38,873.2615384615384,899.0,347.61
01400939,Glasgower Straße,815,752,702,9,44,17,638,16,382,14,586.3448275862069,538.5,218.7,432.8,462.0,92.9,553.0,510.0,142.26,802.2307692307693,810.5,147.1,788.4367500000001,782.8,131.77,857.0,772.5,433.67
