planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
01100101,Stülerstraße,648,466,343,4,42,43,311,25,214,22,559.4372990353697,537.0,154.85,440.75,442.0,39.45,577.96875,527.5,134.2,791.7,738.5,226.38,803.493,761.396,253.54,874.6216216216217,708.0,430.48
01100102,Großer Tiergarten,1677,1425,1340,8,158,91,1210,99,670,72,614.8677685950413,581.0,211.8,504.0,513.5,96.62,660.3793103448276,647.5,134.64,786.5221238938053,754.0,168.21,840.114666666667,798.63,169.13,906.1643835616438,864.0,324.72
01100103,Lützowstraße,1132,931,761,9,45,38,679,33,465,29,551.8085419734904,528.0,184.35,475.77777777777777,439.0,171.82,625.8529411764706,629.5,70.93,715.9714285714285,697.0,102.18,774.7174545454544,761.656,105.46,806.8125,782.0,287.44
01100104,Körnerstraße,418,376,339,3,18,24,312,8,189,6,570.4166666666666,547.5,174.31,459.0,410.0,130.59,652.3333333333334,642.5,87.91,763.4545454545455,749.0,97.97,851.683375,863.813,120.3,939.8571428571429,887.5,272.46
01100205,Wilhelmstraße,934,772,705,4,70,91,640,48,358,45,612.075,584.5,183.68,476.6666666666667,383.0,166.58,659.6363636363636,643.0,98.1,806.0377358490566,796.0,111.12,800.5493333333333,789.2735,111.39,981.7391304347826,956.0,298.01
01100206,Unter den Linden,2358,2025,1882,15,214,117,1716,144,1002,111,598.0402097902098,571.0,172.36,472.6363636363636,483.0,64.58,637.2558139534884,637.0,104.1,780.7407407407408,758.5,139.82,830.2078819444445,790.711,162.97,907.2783505154639,769.0,385.3
01100207,Leipziger Straße,1420,1241,1072,10,119,60,979,75,651,60,582.6700715015322,552.0,173.92,544.7777777777778,527.0,132.31,612.8163265306123,591.0,140.83,764.3908045977012,744.0,151.13,804.2602400000003,769.336,153.53,846.7692307692307,743.5,325.99
01100308,Charitéviertel,1986,1377,983,7,172,85,894,115,546,90,583.4384787472036,547.5,204.23,582.5714285714286,588.0,158.03,578.2189781021898,563.0,114.16,770.9606299212599,741.0,165.18,810.7051652173918,752.466,196.36,845.86,643.0,404.88
01100309,Oranienburger Straße,1896,1593,1397,15,155,81,1277,83,815,69,588.3805794831636,557.0,176.59,592.1818181818181,444.0,316.43,591.9912280701755,583.0,111.08,726.8817204301075,685.0,156.41,767.8046867469878,732.546,147.17,932.2166666666667,728.0,431.5
01100310,Alexanderplatzviertel,5136,4718,4432,43,256,155,4019,164,2829,144,546.4100522518039,510.0,191.3,464.7931034482759,450.0,117.38,578.0292682926829,560.0,126.91,708.4444444444445,691.0,126.57,759.8119939024392,716.6800000000001,255.22,823.056,716.0,383.91
01100311,Karl-Marx-Allee,1665,1523,1394,18,79,62,1263,44,895,36,541.209026128266,504.0,191.06,439.3529411764706,417.0,75.23,558.5087719298245,550.0,134.99,681.9615384615385,629.0,140.26,747.8846363636366,737.8734999999999,129.54,810.0408163265306,706.0,358.31
01100312,Heine-Viertel West,1165,1073,940,15,46,46,877,27,631,26,557.1231470923603,522.0,183.32,462.5,462.5,62.64,552.3783783783783,528.0,111.69,715.5769230769231,690.0,165.06,733.3461111111111,683.683,150.84,824.5882352941177,658.0,375.46
