planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
01100101,Stülerstraße,130,74,44,0,10,6,38,6,29,5,597.5526315789474,535.5,217.3,,,,583.8,557.5,86.53,576.6666666666666,578.5,64.19,758.5445,711.1365000000001,194.55,1093.75,1323.5,604.8
01100102,Großer Tiergarten,296,230,110,3,44,22,100,32,63,27,601.5,582.0,167.69,550.5,550.5,89.8,636.9142857142857,606.0,150.18,712.0,705.5,98.3,793.96915625,775.6055,167.47,786.2142857142857,754.5,230.53
01100103,Lützowstraße,258,202,109,3,15,3,96,9,74,6,552.1041666666666,548.0,155.62,537.0,537.0,35.36,679.6363636363636,656.0,260.26,775.4444444444445,769.0,142.06,815.003,798.08,144.05,1077.6666666666667,1064.0,298.73
01100104,Körnerstraße,123,112,57,0,4,7,47,1,35,1,557.3404255319149,576.0,144.31,,,,730.0,607.0,218.26,740.0,740.0,,697.633,697.633,,1116.8333333333333,1044.0,219.89
01100205,Wilhelmstraße,207,178,75,2,22,7,68,6,53,6,582.9852941176471,567.5,180.21,392.0,392.0,104.65,582.5882352941177,596.0,61.74,711.8333333333334,733.5,76.5,743.1961666666666,741.665,71.0,761.3333333333334,680.5,249.66
01100206,Unter den Linden,442,384,167,1,35,23,150,24,115,22,565.9133333333333,551.5,151.52,,,,551.56,547.0,74.9,735.6666666666666,714.0,129.18,735.3264583333331,744.165,119.48,1004.4705882352941,954.0,497.45
01100207,Leipziger Straße,302,259,149,0,32,11,134,20,108,20,579.6194029850747,549.0,182.0,,,,539.08,544.0,77.26,680.4285714285714,690.0,120.44,710.6611,678.8315,89.44,893.625,821.5,395.11
01100308,Charitéviertel,436,238,103,1,42,13,97,13,79,12,541.5670103092783,518.0,165.79,254.0,254.0,,541.875,543.0,109.62,640.4666666666667,663.0,90.03,714.561846153846,676.183,148.9,663.875,650.5,317.93
01100309,Oranienburger Straße,418,315,160,1,40,25,145,21,111,19,574.303448275862,553.0,179.58,,,,523.0666666666667,522.5,119.87,648.72,587.0,169.96,719.0217619047619,684.4,192.33,1045.1875,918.5,491.92
01100310,Alexanderplatzviertel,934,848,401,6,55,30,346,32,270,31,547.6473988439307,504.0,191.97,469.25,465.0,57.66,520.8695652173913,483.0,170.26,679.6388888888889,652.5,179.92,665.124125,680.933,105.11,728.578947368421,617.0,367.93
